SRR number	Sample type
ERR3761198	lake water
ERR3761199	lake water
ERR3761200	lake water
ERR3761201	lake water
(PRJNA578039)	lake water
SRR10599098	lake water
SRR10599099	lake water
SRR10599100	lake water
SRR10599101	lake water
SRR10599102	lake water
SRR10599103	lake water
SRR10599104	lake water
SRR10599105	lake water
SRR10599106	lake water
SRR10599107	lake water
SRR10599108	lake water
SRR10599109	lake water
SRR10599110	lake water
SRR10599111	lake water
SRR10599112	lake water
SRR10599113	lake water
SRR10241522	lake water
SRR10241523	lake water
SRR10241524	lake water
SRR10241525	lake water
SRR10241526	lake water
SRR10241527	lake water
SRR10241528	lake water
SRR10241529	lake water
DRR147671	lake water
DRR147675	lake water
DRR147678	lake water
SRR10083265	lake water
SRR10083266	lake water
SRR10083267	lake water
SRR10083268	lake water
SRR10083269	lake water
SRR10083270	lake water
SRR10083271	lake water
SRR10083272	lake water
SRR10083273	lake water
SRR10083274	lake water
SRR10083275	lake water
SRR10083276	lake water
ERR2752922	lake water
ERR2752923	lake water
SRR9199117	lake water
SRR9199118	lake water
SRR9199119	lake water
SRR9199120	lake water
SRR8550535	lake water
SRR8517158	lake water
SRR8517159	lake water
SRR8517160	lake water
SRR8517161	lake water
SRR8517162	lake water
SRR8517163	lake water
SRR8209851	lake water
SRR8209852	lake water
ERR2868523	lake water
ERR2868524	lake water
ERR2868525	lake water
ERR2868526	lake water
ERR2868527	lake water
DRR125121	lake water
DRR125122	lake water
DRR125123	lake water
DRR125124	lake water
DRR125125	lake water
DRR125126	lake water
DRR125127	lake water
(PRJNA497294)	lake water
SRR7990525	lake water
SRR7990526	lake water
SRR7990527	lake water
SRR7990717	lake water
SRR7990546	lake water
SRR7990334	lake water
SRR7989281	lake water
SRR7979708	lake water
SRR7979709	lake water
SRR7985395	lake water
SRR7985589	lake water
SRR7985596	lake water
SRR7988745	lake water
SRR7985617	lake water
SRR7985618	lake water
SRR7812697	lake water
SRR7812574	lake water
DRR121263	lake water
DRR121264	lake water
SRR7760392	lake water
SRR7760394	lake water
SRR7760395	lake water
SRR7646212	lake water
SRR7646213	lake water
SRR7646214	lake water
SRR7646215	lake water
SRR7646216	lake water
SRR7646217	lake water
SRR7646218	lake water
SRR7646219	lake water
SRR7343998	lake water
SRR7343999	lake water
SRR7344000	lake water
SRR7344001	lake water
SRR7344002	lake water
SRR7344003	lake water
SRR7182472	lake water
SRR7182473	lake water
SRR7182474	lake water
SRR7182475	lake water
SRR7182476	lake water
SRR7182477	lake water
SRR7182478	lake water
SRR7182479	lake water
SRR7182480	lake water
SRR7182481	lake water
SRR7182484	lake water
SRR7182485	lake water
SRR7182486	lake water
SRR7182492	lake water
SRR7182493	lake water
SRR7182494	lake water
SRR7182495	lake water
SRR7182496	lake water
SRR7182497	lake water
SRR7182498	lake water
SRR7182499	lake water
SRR7182500	lake water
SRR7182501	lake water
SRR7053298	lake water
SRR7053051	lake water
SRR7052951	lake water
SRR7010047	lake water
SRR7010048	lake water
SRR7010049	lake water
SRR7009399	lake water
SRR6476077	lake water
SRR6476078	lake water
SRR6476262	lake water
SRR6476264	lake water
SRR6476446	lake water
SRR6476468	lake water
SRR6304947	lake water
SRR6304948	lake water
SRR6304949	lake water
SRR6237649	lake water
SRR6237650	lake water
SRR6237651	lake water
SRR6237652	lake water
SRR6237653	lake water
SRR6237654	lake water
SRR6237655	lake water
SRR6237656	lake water
SRR6237657	lake water
SRR6237658	lake water
SRR5896114	lake water
SRR5896115	lake water
SRR5830789	lake water
SRR5830790	lake water
SRR5581494	lake water
SRR5581475	lake water
ERR1843313	lake water
ERR1843314	lake water
SRR5468151	lake water
SRR5468152	lake water
SRR5468154	lake water
SRR5468155	lake water
SRR5227751	lake water
SRR5225748	lake water
SRR5214709	lake water
SRR5214704	lake water
SRR5214703	lake water
SRR5208770	lake water
SRR5208786	lake water
ERR472738	lake water
ERR472739	lake water
SRR3657429	lake water
SRR3657430	lake water
SRR3657431	lake water
SRR3657432	lake water
SRR3657433	lake water
SRR3657434	lake water
SRR3657435	lake water
SRR3657436	lake water
SRR3657437	lake water
SRR3657438	lake water
SRR3657439	lake water
SRR3657440	lake water
SRR3657441	lake water
SRR1177011	lake water
SRR1179181	lake water
SRR17828877	drinking water
SRR17828878	drinking water
SRR17828879	drinking water
SRR17828880	drinking water
SRR17828881	drinking water
SRR17828882	drinking water
SRR17828883	drinking water
SRR17828884	drinking water
SRR17828885	drinking water
SRR17828886	drinking water
SRR17828887	drinking water
SRR17828888	drinking water
SRR17828889	drinking water
SRR17828890	drinking water
SRR17828891	drinking water
SRR17828892	drinking water
SRR17828893	drinking water
SRR15085115	drinking water
SRR15085116	drinking water
SRR15085117	drinking water
SRR15085118	drinking water
SRR15085119	drinking water
SRR15085120	drinking water
SRR15085121	drinking water
SRR15085122	drinking water
SRR15085123	drinking water
SRR15085124	drinking water
SRR15085125	drinking water
SRR15085126	drinking water
SRR15085127	drinking water
SRR15085128	drinking water
SRR15085129	drinking water
SRR14825526	drinking water
SRR14825528	drinking water
SRR7638721	drinking water
SRR7638722	drinking water
SRR7638723	drinking water
SRR7638724	drinking water
SRR7638725	drinking water
SRR7638726	drinking water
SRR7638727	drinking water
SRR7638745	drinking water
SRR7638751	drinking water
SRR7638762	drinking water
SRR7638763	drinking water
SRR6797127	drinking water
SRR6797128	drinking water
SRR6797129	drinking water
SRR6797130	drinking water
SRR6797131	drinking water
SRR6797132	drinking water
SRR6797133	drinking water
SRR6797134	drinking water
SRR6797135	drinking water
SRR6797136	drinking water
SRR6797137	drinking water
SRR6797138	drinking water
SRR6797139	drinking water
SRR6797140	drinking water
SRR6797141	drinking water
SRR6797142	drinking water
SRR6797143	drinking water
SRR6797144	drinking water
SRR6797145	drinking water
SRR6797146	drinking water
SRR6797147	drinking water
SRR6797148	drinking water
SRR6797149	drinking water
SRR6797150	drinking water
SRR6797151	drinking water
SRR5128047	drinking water
SRR5128048	drinking water
SRR5128049	drinking water
SRR5128050	drinking water
SRR5128051	drinking water
SRR5128052	drinking water
SRR19908728	drinking water
SRR19908729	drinking water
SRR19908730	drinking water
SRR14143296	drinking water
SRR14143297	drinking water
SRR14143298	drinking water
SRR14143299	drinking water
SRR14143300	drinking water
SRR14143301	drinking water
SRR14143302	drinking water
SRR14143303	drinking water
SRR14143304	drinking water
SRR14143305	drinking water
SRR14143306	drinking water
SRR14143307	drinking water
SRR14143308	drinking water
SRR14143309	drinking water
SRR14143310	drinking water
SRR14143311	drinking water
SRR14143312	drinking water
SRR14143313	drinking water
SRR14143314	drinking water
SRR14143315	drinking water
SRR14143316	drinking water
SRR14143317	drinking water
SRR14143318	drinking water
SRR14143319	drinking water
SRR14143320	drinking water
SRR14143321	drinking water
SRR14143322	drinking water
SRR14143323	drinking water
SRR14143324	drinking water
SRR14143325	drinking water
SRR14143326	drinking water
SRR14143327	drinking water
SRR14143328	drinking water
SRR14143329	drinking water
SRR14143330	drinking water
SRR14143331	drinking water
SRR11487817	drinking water
SRR11487818	drinking water
SRR11487819	drinking water
SRR11487820	drinking water
SRR11632267	drinking water
SRR11632268	drinking water
SRR11632269	drinking water
SRR11632270	drinking water
SRR11632271	drinking water
SRR11632272	drinking water
SRR11632273	drinking water
SRR11632274	drinking water
SRR11632275	drinking water
SRR11632276	drinking water
SRR11632277	drinking water
SRR11632278	drinking water
SRR11487821	drinking water
SRR11487826	drinking water
SRR11487827	drinking water
(PRJNA533545)	drinking water
SRR10211370	drinking water
SRR10211371	drinking water
SRR10211375	drinking water
ERR2105750	drinking water
ERR2105753	drinking water
ERR2105754	drinking water
ERR2105755	drinking water
ERR2163668	drinking water
ERR2105748	drinking water
SRR8512217	drinking water
SRR8512218	drinking water
SRR8512219	drinking water
SRR8512220	drinking water
SRR8512221	drinking water
SRR8512222	drinking water
SRR8512223	drinking water
SRR8512224	drinking water
SRR8512225	drinking water
SRR8512226	drinking water
SRR8512227	drinking water
SRR8512228	drinking water
SRR8512229	drinking water
SRR8512230	drinking water
SRR8512231	drinking water
SRR8512232	drinking water
SRR8512233	drinking water
SRR8512234	drinking water
SRR8512235	drinking water
SRR8512236	drinking water
SRR8512237	drinking water
SRR8512238	drinking water
SRR8512239	drinking water
SRR8512240	drinking water
SRR8512241	drinking water
SRR8512242	drinking water
SRR8512243	drinking water
SRR8512244	drinking water
SRR8512245	drinking water
SRR8512246	drinking water
SRR8512247	drinking water
SRR8512248	drinking water
SRR8512249	drinking water
SRR8512250	drinking water
SRR8512251	drinking water
SRR8512252	drinking water
SRR8512253	drinking water
SRR8512254	drinking water
SRR8512255	drinking water
ERR2851113	drinking water
ERR2851114	drinking water
ERR2851138	drinking water
ERR2851139	drinking water
ERR2841088	drinking water
ERR2841089	drinking water
ERR2841090	drinking water
ERR2841091	drinking water
ERR2841092	drinking water
ERR2835736	drinking water
ERR2835737	drinking water
SRR7638720	drinking water
ERR2869073	drinking water
SRR7638739	drinking water
SRR7638742	drinking water
SRR7638777	drinking water
SRR7369907	drinking water
SRR7369908	drinking water
SRR7369909	drinking water
SRR7369910	drinking water
SRR7369911	drinking water
SRR7369912	drinking water
SRR7369913	drinking water
SRR7369914	drinking water
SRR7369915	drinking water
SRR7369916	drinking water
SRR7369917	drinking water
SRR7369918	drinking water
SRR7369919	drinking water
SRR7369920	drinking water
SRR7369921	drinking water
SRR7369922	drinking water
SRR7369923	drinking water
SRR7369924	drinking water
SRR6986807	drinking water
SRR6986808	drinking water
SRR6986809	drinking water
SRR6986810	drinking water
SRR6986811	drinking water
SRR6986812	drinking water
SRR6986813	drinking water
SRR6986814	drinking water
SRR6986815	drinking water
SRR6986816	drinking water
SRR6986817	drinking water
SRR6986818	drinking water
SRR6986819	drinking water
SRR6986820	drinking water
SRR6986821	drinking water
SRR6986822	drinking water
SRR6986823	drinking water
SRR6986824	drinking water
SRR6986825	drinking water
SRR6986826	drinking water
SRR5468574	wastewater
SRR2905840	drinking water
SRR2905841	drinking water
SRR2905842	drinking water
SRR2905843	drinking water
SRR2905836	drinking water
SRR2905829	drinking water
SRR2905455	drinking water
SRR2905791	drinking water
SRR1577908	drinking water
SRR1582210	drinking water
SRR1582366	drinking water
SRR1582709	drinking water
SRR1584466	drinking water
SRR2064091	drinking water
SRR2568014	drinking water
SRR2568015	drinking water
SRR1047946	drinking water
SRR1047947	drinking water
SRR1047948	drinking water
SRR1047949	drinking water
SRR1047951	drinking water
SRR1047952	drinking water
SRR1047953	drinking water
SRR1047954	drinking water
SRR1047955	drinking water
SRR747868	drinking water
SRR446629	drinking water
SRR446630	drinking water
SRR446604	drinking water
SRR11487813	drinking water
SRR11487814	drinking water
SRR11487815	drinking water
SRR11487816	drinking water
SRR11487822	drinking water
SRR11487823	drinking water
SRR11487824	drinking water
SRR11487825	drinking water
SRR20721990	drinking water
SRR20721991	drinking water
SRR20721992	drinking water
SRR20721993	drinking water
SRR20721994	drinking water
SRR20721995	drinking water
SRR20721996	drinking water
SRR20721997	drinking water
SRR20721998	drinking water
SRR20721999	drinking water
SRR20722000	drinking water
SRR20722001	drinking water
SRR20722002	drinking water
SRR20722003	drinking water
SRR20722004	drinking water
SRR20722005	drinking water
SRR20722006	drinking water
SRR20722007	drinking water
DRR404984	wastewater
SRR21396285	wastewater
SRR21396286	wastewater
SRR21396287	wastewater
SRR21396288	wastewater
SRR21396289	wastewater
SRR21396290	wastewater
SRR21396291	wastewater
SRR21396292	wastewater
SRR21396293	wastewater
SRR21396294	wastewater
SRR21396295	wastewater
SRR21396296	wastewater
SRR21396297	wastewater
SRR21396298	wastewater
SRR21396299	wastewater
SRR21396300	wastewater
(PRJNA875025)	wastewater
SRR21285873	wastewater
SRR21285874	wastewater
SRR21285875	wastewater
SRR21285876	wastewater
SRR21285877	wastewater
SRR21285878	wastewater
SRR21285879	wastewater
SRR20852506	wastewater
SRR20852507	wastewater
SRR20852508	wastewater
SRR20852509	wastewater
SRR20852510	wastewater
SRR20852511	wastewater
SRR20852512	wastewater
SRR20852513	wastewater
SRR20852514	wastewater
SRR20852515	wastewater
SRR20852516	wastewater
SRR20852517	wastewater
SRR20852518	wastewater
SRR20852519	wastewater
SRR20852520	wastewater
SRR20852521	wastewater
SRR20852522	wastewater
SRR20852523	wastewater
SRR20852524	wastewater
SRR20852525	wastewater
SRR20705915	wastewater
SRR20705917	wastewater
SRR20705919	wastewater
SRR20705920	wastewater
SRR20705921	wastewater
SRR20705930	wastewater
SRR20705933	wastewater
SRR20705935	wastewater
SRR20702428	wastewater
SRR20702429	wastewater
SRR20702430	wastewater
SRR20702431	wastewater
SRR20702432	wastewater
SRR20702433	wastewater
SRR20702434	wastewater
SRR20702435	wastewater
SRR20702436	wastewater
SRR20702437	wastewater
SRR20702438	wastewater
SRR20702439	wastewater
SRR20702440	wastewater
SRR20702441	wastewater
(PRJEB45516 )	wastewater
(PRJDB6962)	wastewater
SRR18715497	wastewater
SRR18715498	wastewater
SRR18715499	wastewater
SRR18715500	wastewater
SRR18715501	wastewater
SRR18715502	wastewater
SRR18715503	wastewater
SRR18715504	wastewater
SRR18715505	wastewater
SRR18715506	wastewater
SRR18715507	wastewater
SRR18715508	wastewater
SRR18715509	wastewater
SRR18715510	wastewater
SRR18715511	wastewater
SRR18715512	wastewater
SRR18715513	wastewater
SRR18218721	wastewater
SRR18218722	wastewater
SRR18218723	wastewater
SRR18218724	wastewater
SRR18218732	wastewater
SRR18218733	wastewater
SRR17818314	wastewater
SRR17818315	wastewater
SRR17818316	wastewater
SRR17818317	wastewater
SRR17818318	wastewater
SRR17818319	wastewater
SRR17818320	wastewater
SRR17818321	wastewater
SRR17818322	wastewater
SRR17818323	wastewater
SRR17818324	wastewater
SRR17818325	wastewater
SRR17818326	wastewater
SRR17818327	wastewater
SRR17818328	wastewater
SRR17818329	wastewater
SRR17818330	wastewater
SRR17818331	wastewater
SRR17535930	wastewater
SRR17535934	wastewater
SRR17535939	wastewater
SRR17102670	wastewater
SRR17102671	wastewater
SRR17102672	wastewater
SRR17102673	wastewater
SRR17102674	wastewater
SRR17102675	wastewater
SRR17102676	wastewater
SRR17102677	wastewater
SRR17102678	wastewater
SRR17102679	wastewater
SRR17102680	wastewater
SRR17102681	wastewater
SRR16308647	wastewater
SRR16308648	wastewater
SRR16308649	wastewater
SRR16308650	wastewater
SRR16308651	wastewater
SRR16308652	wastewater
SRR16308653	wastewater
SRR16308654	wastewater
SRR16308655	wastewater
SRR16308656	wastewater
SRR16308657	wastewater
SRR16308658	wastewater
SRR16214401	wastewater
SRR16214402	wastewater
SRR16214403	wastewater
SRR16214404	wastewater
SRR16214410	wastewater
SRR16214411	wastewater
SRR16214412	wastewater
SRR16214413	wastewater
SRR16214414	wastewater
SRR16214415	wastewater
SRR16214416	wastewater
SRR16214417	wastewater
SRR16214418	wastewater
SRR16214419	wastewater
SRR16214420	wastewater
SRR16214421	wastewater
SRR16214422	wastewater
SRR16214423	wastewater
SRR16214424	wastewater
SRR16214425	wastewater
SRR16214426	wastewater
SRR16214427	wastewater
SRR16214428	wastewater
SRR16214429	wastewater
SRR16214430	wastewater
SRR16214431	wastewater
SRR16214432	wastewater
SRR16214433	wastewater
SRR16214434	wastewater
SRR16214435	wastewater
ERR4682853	wastewater
ERR4678603	wastewater
ERR4682452	wastewater
ERR4682448	wastewater
ERR4682454	wastewater
ERR4682455	wastewater
ERR3563097	wastewater
ERR3562938	wastewater
(PRJEB40816)	wastewater
(PRJEB40815)	wastewater
(PRJEB40798)	wastewater
SRR12978827	wastewater
SRR12978828	wastewater
SRR12978829	wastewater
SRR12978830	wastewater
SRR12978831	wastewater
SRR12978832	wastewater
SRR12978833	wastewater
SRR12978834	wastewater
SRR12978835	wastewater
SRR12978836	wastewater
SRR12978837	wastewater
SRR12978838	wastewater
SRR12978839	wastewater
SRR12978840	wastewater
SRR12978841	wastewater
SRR12978842	wastewater
SRR12917030	wastewater
SRR12917031	wastewater
SRR12917032	wastewater
SRR12917036	wastewater
SRR12917040	wastewater
SRR12917041	wastewater
SRR12917042	wastewater
SRR12917043	wastewater
SRR12917046	wastewater
SRR12917047	wastewater
SRR12917048	wastewater
SRR12917049	wastewater
SRR12917051	wastewater
SRR12917052	wastewater
SRR12712865	wastewater
SRR12664565	wastewater
(PRJEB27621)	wastewater 
SRR11626792	WTTP sludge
SRR11626794	WTTP sludge
SRR11626796	WTTP sludge
SRR11626798	WTTP sludge
SRR11626800	WTTP sludge
SRR11626793	wastewater
SRR11626795	wastewater
SRR11626797	wastewater
SRR11626799	wastewater
SRR11626801	wastewater
SRR11294019	wastewater
SRR11294026	wastewater
SRR11294033	wastewater
SRR11294034	wastewater
SRR11294035	wastewater
(PRJNA524094)	wastewater
SRR10688476	wastewater
SRR10688478	wastewater
SRR10688479	wastewater
ERR3563093	wastewater
ERR3563073	wastewater
ERR3563065	wastewater
SRR10178536	wastewater
SRR10178537	wastewater
SRR10178538	wastewater
ERR3519521	wastewater
ERR3519522	wastewater
ERR3519523	wastewater
ERR3519524	wastewater
ERR3519525	wastewater
ERR3519526	wastewater
ERR3519527	wastewater
SRR10059213	wastewater
SRR10059214	wastewater
SRR10059215	wastewater
SRR10059216	wastewater
SRR10059217	wastewater
SRR10059218	wastewater
SRR10059219	wastewater
SRR10059220	wastewater
SRR10059221	wastewater
SRR10059222	wastewater
SRR8749020	wastewater
SRR8749021	wastewater
SRR8749022	wastewater
SRR8749023	wastewater
SRR8749024	wastewater
SRR8749025	wastewater
SRR9668452	wastewater
SRR9637882	WTTP sludge
SRR9637883	WTTP sludge
SRR9637884	WTTP sludge
SRR9637885	WTTP sludge
SRR9030452	wastewater
SRR9030453	wastewater
SRR9030454	wastewater
SRR9030455	wastewater
SRR9030456	wastewater
SRR9030457	wastewater
SRR9007739	wastewater
SRR9007741	wastewater
SRR8944124	wastewater
SRR8944125	wastewater
SRR8944126	wastewater
SRR8715491	WTTP sludge
SRR8715495	wastewater
SRR8715496	wastewater
SRR8715497	WTTP sludge
SRR8715498	WTTP sludge
(PRJEB13831)	wastewater
SRR8224500	wastewater
SRR8224501	wastewater
SRR14455375	wastewater
SRR8583493	wastewater
SRR8223441	wastewater
SRR8208343	wastewater
SRR8208344	wastewater
SRR8208345	wastewater
SRR8208346	wastewater
SRR8208347	wastewater
SRR8208348	wastewater
SRR8208349	wastewater
SRR8205411	wastewater
SRR8206192	wastewater
SRR7638747	wastewater
SRR7638748	wastewater
SRR7638749	wastewater
SRR7638750	wastewater
(PRJEB27054)	wastewater
SRR6837549	wastewater
SRR6837550	wastewater
SRR6837551	wastewater
SRR6837552	wastewater
SRR6837553	wastewater
SRR6837554	wastewater
SRR6837555	wastewater
SRR6837556	wastewater
SRR6837557	wastewater
SRR6837558	wastewater
SRR6837559	wastewater
SRR6837560	wastewater
SRR6837561	wastewater
SRR6837562	wastewater
SRR6837563	wastewater
SRR6837564	wastewater
SRR6837565	wastewater
SRR6837566	wastewater
SRR6837567	wastewater
SRR6837568	wastewater
SRR6837569	wastewater
SRR6837570	wastewater
SRR6837571	wastewater
SRR6837572	wastewater
SRR6837573	wastewater
SRR6837574	wastewater
SRR6837575	wastewater
SRR6837576	wastewater
SRR6837577	wastewater
SRR6837578	wastewater
SRR6837579	wastewater
SRR6837580	wastewater
SRR6837581	wastewater
SRR6837582	wastewater
SRR6837583	wastewater
SRR6837584	wastewater
SRR6800319	WTTP sludge
SRR6800320	WTTP sludge
SRR6800321	WTTP sludge
SRR6800322	WTTP sludge
SRR6800333	wastewater
SRR6705639	wastewater
SRR6429784	wastewater
SRR6429785	wastewater
SRR6429786	wastewater
SRR6429787	wastewater
SRR6429788	wastewater
SRR6429789	wastewater
SRR6429790	wastewater
SRR6429791	wastewater
SRR6429792	wastewater
SRR6429793	wastewater
SRR6429794	wastewater
SRR6429795	wastewater
SRR6429796	wastewater
SRR6429797	wastewater
SRR6429798	wastewater
SRR6429799	wastewater
SRR6429800	wastewater
SRR6429801	wastewater
SRR6429802	wastewater
SRR6429803	wastewater
SRR6429804	wastewater
SRR6429805	wastewater
SRR6158302	wastewater
SRR6158308	lake water
SRR6158309	wastewater
SRR6158313	wastewater
SRR6041129	wastewater
SRR6041130	wastewater
SRR5998429	wastewater
SRR5630624	wastewater
SRR5123278	wastewater
SRR5123279	wastewater
SRR5123280	wastewater
SRR5123281	wastewater
SRR5123282	wastewater
SRR5123283	wastewater
SRR5123284	wastewater
SRR5123285	wastewater
SRR5123286	wastewater
SRR5123287	wastewater
SRR5123288	wastewater
SRR5123289	wastewater
SRR5123290	wastewater
SRR5123291	wastewater
SRR5123292	wastewater
SRR5123293	wastewater
SRR5123294	wastewater
SRR5123295	wastewater
SRR2938129	wastewater
SRR2938130	wastewater
SRR2938131	wastewater
SRR2938132	wastewater
ERR977423	WTTP sludge
ERR977424	WTTP sludge
ERR977425	WTTP sludge
ERR977411	WTTP sludge
ERR977412	WTTP sludge
ERR977413	WTTP sludge
ERR977414	WTTP sludge
ERR977415	WTTP sludge
ERR977416	WTTP sludge
SRR1106691	wastewater
SRR1106693	wastewater
SRR1106699	wastewater
SRR1106700	wastewater
SRR1106701	wastewater
SRR1106703	wastewater
SRR1106705	wastewater
SRR1106773	wastewater
SRR1106709	wastewater
SRR1106711	wastewater
SRR1144841	wastewater
SRR1145849	WTTP sludge
SRR15237801	wastewater
SRR15237802	wastewater
SRR15237805	wastewater
SRR15237806	wastewater
SRR15237807	wastewater
SRR15237808	wastewater
SRR15237809	wastewater
SRR15237810	wastewater
SRR15237812	wastewater
SRR15237813	wastewater
SRR15237817	wastewater
SRR15237818	wastewater
ERR10034876	aquaculture
ERR10034877	aquaculture
ERR10034878	aquaculture
ERR10034879	aquaculture
ERR10034880	aquaculture
ERR10034881	aquaculture
ERR10034882	aquaculture
ERR10034883	aquaculture
ERR10034884	aquaculture
ERR10034885	aquaculture
ERR10034886	aquaculture
ERR10034887	aquaculture
ERR10034888	aquaculture
ERR10034889	aquaculture
ERR10034890	aquaculture
ERR10034891	aquaculture
ERR10034892	aquaculture
ERR10034893	aquaculture
ERR10034894	aquaculture
ERR10034895	aquaculture
ERR10034896	aquaculture
ERR10034897	aquaculture
ERR10034898	aquaculture
ERR10034899	aquaculture
SRR16282454	aquaculture
SRR16282455	aquaculture
SRR16282456	aquaculture
SRR16282457	aquaculture
SRR16282458	aquaculture
SRR16282459	aquaculture
SRR16282460	aquaculture
SRR16282461	aquaculture
SRR16282462	aquaculture
SRR16282463	aquaculture
SRR16282464	aquaculture
SRR16282465	aquaculture
SRR14556198	aquaculture
SRR14556199	aquaculture
SRR14556200	aquaculture
SRR14556201	aquaculture
SRR14556202	aquaculture
SRR14556203	aquaculture
SRR14556204	aquaculture
SRR14556205	aquaculture
SRR14556206	aquaculture
SRR14556207	aquaculture
SRR14556208	aquaculture
SRR14556209	aquaculture
SRR14556210	aquaculture
SRR14556211	aquaculture
SRR14556212	aquaculture
SRR14556213	aquaculture
SRR14556214	aquaculture
SRR14556215	aquaculture
SRR14556216	aquaculture
SRR14556217	aquaculture
SRR14556218	aquaculture
SRR14556219	aquaculture
SRR14556220	aquaculture
SRR14556221	aquaculture
SRR14556222	aquaculture
SRR14556223	aquaculture
SRR14556224	aquaculture
SRR14556225	aquaculture
SRR14556226	aquaculture
SRR14556227	aquaculture
SRR14556228	aquaculture
SRR14556229	aquaculture
SRR14556230	aquaculture
SRR14556231	aquaculture
SRR14556232	aquaculture
SRR14556233	aquaculture
SRR14556234	aquaculture
SRR14556235	aquaculture
SRR14556236	aquaculture
SRR14556237	aquaculture
SRR14556238	aquaculture
SRR14556239	aquaculture
SRR14556240	aquaculture
SRR14556241	aquaculture
SRR14556242	aquaculture
SRR14556243	aquaculture
SRR14556244	aquaculture
SRR14556245	aquaculture
SRR14556246	aquaculture
SRR14556247	aquaculture
SRR14556248	aquaculture
SRR14556249	aquaculture
SRR14556250	aquaculture
SRR14556251	aquaculture
SRR14556252	aquaculture
SRR14556253	aquaculture
SRR14556254	aquaculture
SRR14556255	aquaculture
SRR14556256	aquaculture
SRR14556257	aquaculture
SRR13356406	aquaculture
SRR13356414	aquaculture
SRR13356415	aquaculture
SRR7764474	aquaculture
SRR7764475	aquaculture
SRR7764476	aquaculture
SRR7764477	aquaculture
SRR7764478	aquaculture
SRR7764479	aquaculture
SRR7764480	aquaculture
SRR7764481	aquaculture
SRR7764482	aquaculture
SRR7764483	aquaculture
SRR7764484	aquaculture
SRR7764485	aquaculture
SRR7764486	aquaculture
SRR7764487	aquaculture
SRR7764488	aquaculture
SRR7764489	aquaculture
SRR7764490	aquaculture
SRR7764491	aquaculture
SRR7764492	aquaculture
SRR7764493	aquaculture
SRR7764494	aquaculture
SRR7764495	aquaculture
SRR7764496	aquaculture
ERR2094164	aquaculture
ERR2094165	aquaculture
ERR2094166	aquaculture
ERR2094167	aquaculture
ERR2094168	aquaculture
ERR2094169	aquaculture
ERR2094170	aquaculture
ERR2094171	aquaculture
ERR2094172	aquaculture
ERR2094173	aquaculture
ERR2094174	aquaculture
ERR2094175	aquaculture
ERR2094176	aquaculture
SRR18577679	aquaculture
SRR18577680	aquaculture
SRR18577681	aquaculture
SRR18577682	aquaculture
SRR18577683	aquaculture
SRR18577684	aquaculture
SRR13566417	aquaculture
SRR13566418	aquaculture
SRR13566419	aquaculture
SRR13566420	aquaculture
SRR13566421	aquaculture
SRR13566422	aquaculture
SRR13566423	aquaculture
SRR13566424	aquaculture
SRR13566425	aquaculture
SRR13566426	aquaculture
SRR13566427	aquaculture
SRR13566428	aquaculture
SRR13566429	aquaculture
SRR13566430	aquaculture
SRR13566431	aquaculture
SRR13566432	aquaculture
SRR13566433	aquaculture
SRR13566434	aquaculture
SRR13566435	aquaculture
SRR13566436	aquaculture
SRR13566437	aquaculture
SRR13566438	aquaculture
SRR13566439	aquaculture
SRR13566440	aquaculture
SRR13566441	aquaculture
SRR13566442	aquaculture
SRR13566443	aquaculture
SRR13566444	aquaculture
SRR13566445	aquaculture
SRR13566446	aquaculture
SRR6058005	aquaculture
SRR6058006	aquaculture
SRR6058007	aquaculture
SRR6058008	aquaculture
SRR6058009	aquaculture
SRR6058010	aquaculture
SRR6058011	aquaculture
SRR6058012	aquaculture
SRR6058013	aquaculture
SRR6058014	aquaculture
SRR6058015	aquaculture
SRR6058016	aquaculture
SRR21393942	aquaculture
SRR21393943	aquaculture
SRR21393944	aquaculture
SRR21393945	aquaculture
SRR21393946	aquaculture
SRR21393947	aquaculture
SRR21393948	aquaculture
SRR21393949	aquaculture
SRR21393950	aquaculture
SRR8246563	aquaculture
SRR7716262	aquaculture
ERR5094847	aquaculture
ERR5094848	aquaculture
ERR5094849	aquaculture
ERR5094850	aquaculture
ERR5094851	aquaculture
ERR5094852	aquaculture
ERR5094853	aquaculture
ERR5094854	aquaculture
ERR5094855	aquaculture
ERR5094856	aquaculture
ERR5094857	aquaculture
ERR5094858	aquaculture
ERR5094859	aquaculture
ERR5094860	aquaculture
ERR5094861	aquaculture
ERR5094862	aquaculture
ERR5094863	aquaculture
ERR5094864	aquaculture
ERR5094865	aquaculture
ERR5094866	aquaculture
ERR5094867	aquaculture
ERR5094868	aquaculture
ERR5094869	aquaculture
ERR5094870	aquaculture
ERR5094871	aquaculture
ERR5094872	aquaculture
ERR5094873	aquaculture
ERR5094874	aquaculture
ERR5094875	aquaculture
ERR5094876	aquaculture
ERR5094877	aquaculture
ERR5094878	aquaculture
ERR5094879	aquaculture
ERR5094880	aquaculture
ERR5094881	aquaculture
ERR5094882	aquaculture
ERR5094883	aquaculture
ERR5094884	aquaculture
ERR5094885	aquaculture
ERR5094886	aquaculture
ERR5094887	aquaculture
ERR5094888	aquaculture
ERR5094889	aquaculture
ERR5094890	aquaculture
ERR5094891	aquaculture
ERR5094892	aquaculture
ERR5094893	aquaculture
